code;cruise;date;id_tanda;tanda;lon;lat;time;duration;numtraps;effort;depth;weight;sex
567;2019;06/12/2019;2;105;-7,025799999;43,5909;0,4229;0,14375;30;0,431;71,3232;830;Indeterminado
568;2019;06/12/2019;2;105;-7,025799999;43,5909;0,4229;0,14375;30;0,431;71,3232;730;Hembra
569;2019;06/12/2019;3;106;-7,037683329;43,61726667;0,4403;0,148611111;30;0,446;104,2416;1040;
570;2019;06/12/2019;3;106;-7,037683329;43,61726667;0,4403;0,148611111;30;0,446;104,2416;4120;
571;2019;06/12/2019;4;107;-7,027658331;43,6281;0,4535;0,154166667;30;0,463;109,728;870;Hembra
572;2019;06/12/2019;4;107;-7,027658331;43,6281;0,4535;0,154166667;30;0,463;109,728;630;Macho
573;2019;06/12/2019;4;107;-7,027658331;43,6281;0,4535;0,154166667;30;0,463;109,728;830;Macho
574;2019;06/12/2019;4;107;-7,027658331;43,6281;0,4535;0,154166667;30;0,463;109,728;680;Macho
575;2019;06/12/2019;4;107;-7,027658331;43,6281;0,4535;0,154166667;30;0,463;109,728;530;Hembra
576;2019;06/12/2019;4;107;-7,027658331;43,6281;0,4535;0,154166667;30;0,463;109,728;430;Hembra
577;2019;06/12/2019;4;107;-7,027658331;43,6281;0,4535;0,154166667;30;0,463;109,728;560;Macho
578;2019;06/12/2019;4;107;-7,027658331;43,6281;0,4535;0,154166667;30;0,463;109,728;480;Hembra
579;2019;06/12/2019;4;107;-7,027658331;43,6281;0,4535;0,154166667;30;0,463;109,728;480;Macho
580;2019;06/12/2019;4;107;-7,027658331;43,6281;0,4535;0,154166667;30;0,463;109,728;640;Indeterminado
581;2019;06/12/2019;5;108;-6,991741661;43,58033333;0,5378;0,284027778;30;0,852;38,4048;370;Macho
582;2019;06/12/2019;5;108;-6,991741661;43,58033333;0,5378;0,284027778;30;0,852;38,4048;2800;Macho
583;2019;06/12/2019;5;108;-6,991741661;43,58033333;0,5378;0,284027778;30;0,852;38,4048;1200;Hembra
584;2019;06/12/2019;5;108;-6,991741661;43,58033333;0,5378;0,284027778;30;0,852;38,4048;1050;Hembra
585;2019;06/12/2019;5;108;-6,991741661;43,58033333;0,5378;0,284027778;30;0,852;38,4048;690;Macho
586;2019;06/12/2019;5;108;-6,991741661;43,58033333;0,5378;0,284027778;30;0,852;38,4048;1180;Macho
587;2019;06/12/2019;5;108;-6,991741661;43,58033333;0,5378;0,284027778;30;0,852;38,4048;1430;Macho
588;2019;06/12/2019;6;109;-6,982449988;43,57425;0,5493;0,283333333;30;0,850;29,2608;4800;Macho
589;2019;06/12/2019;6;109;-6,982449988;43,57425;0,5493;0,283333333;30;0,850;29,2608;7130;Hembra
590;2019;06/12/2019;6;109;-6,982449988;43,57425;0,5493;0,283333333;30;0,850;29,2608;2000;Hembra
591;2019;06/12/2019;6;109;-6,982449988;43,57425;0,5493;0,283333333;30;0,850;29,2608;1840;Macho
592;2019;06/12/2019;6;109;-6,982449988;43,57425;0,5493;0,283333333;30;0,850;29,2608;840;Macho
593;2019;06/12/2019;6;109;-6,982449988;43,57425;0,5493;0,283333333;30;0,850;29,2608;970;Macho
594;2019;06/12/2019;6;109;-6,982449988;43,57425;0,5493;0,283333333;30;0,850;29,2608;1840;Indeterminado
595;2019;06/12/2019;6;109;-6,982449988;43,57425;0,5493;0,283333333;30;0,850;29,2608;1320;Hembra
596;2019;06/12/2019;6;109;-6,982449988;43,57425;0,5493;0,283333333;30;0,850;29,2608;880;Macho
597;2019;06/12/2019;6;109;-6,982449988;43,57425;0,5493;0,283333333;30;0,850;29,2608;930;Macho
598;2019;06/12/2019;6;109;-6,982449988;43,57425;0,5493;0,283333333;30;0,850;29,2608;1010;Indeterminado
599;2019;06/12/2019;6;109;-6,982449988;43,57425;0,5493;0,283333333;30;0,850;29,2608;4200;Hembra
600;2019;06/12/2019;7;110;-6,988666661;43,593575;0,5497;0,131944444;30;0,396;54,864;950;Hembra
601;2019;06/12/2019;7;110;-6,988666661;43,593575;0,5497;0,131944444;30;0,396;54,864;740;Macho
602;2019;06/12/2019;7;110;-6,988666661;43,593575;0,5497;0,131944444;30;0,396;54,864;1410;Macho
603;2019;06/12/2019;7;110;-6,988666661;43,593575;0,5497;0,131944444;30;0,396;54,864;470;Hembra
604;2019;06/12/2019;7;110;-6,988666661;43,593575;0,5497;0,131944444;30;0,396;54,864;4250;Macho
605;2019;06/12/2019;7;110;-6,988666661;43,593575;0,5497;0,131944444;30;0,396;54,864;3400;Hembra
606;2019;06/12/2019;8;111;-6,992374993;43,62455;0,5958;0,0875;30;0,263;108,26496;1980;Hembra
607;2019;06/12/2019;9;112;-6,986600003;43,61679167;0,6063;0,098611111;30;0,296;102,04704;450;Hembra
608;2019;06/12/2019;9;112;-6,986600003;43,61679167;0,6063;0,098611111;30;0,296;102,04704;870;Hembra
609;2019;06/12/2019;9;112;-6,986600003;43,61679167;0,6063;0,098611111;30;0,296;102,04704;550;Macho
610;2019;06/12/2019;9;112;-6,986600003;43,61679167;0,6063;0,098611111;30;0,296;102,04704;690;Hembra
611;2019;06/12/2019;9;112;-6,986600003;43,61679167;0,6063;0,098611111;30;0,296;102,04704;770;Hembra
612;2019;06/12/2019;9;112;-6,986600003;43,61679167;0,6063;0,098611111;30;0,296;102,04704;1140;Macho
